Algorithm,Attack_Type,Intensity,PSNR,SSIM,SD
DES-CBC (C),contiguous_crop,0.100000,20.513582,0.892964,1301.579218
DES-CBC (C),contiguous_crop,0.250000,16.039963,0.747296,2111.322884
DES-CBC (C),contiguous_crop,0.500000,12.898645,0.498447,3299.483267
DES-CBC (C),contiguous_crop,0.750000,11.295658,0.251311,4046.551020
DES-CBC (C),crop,0.100000,11.377748,0.074491,14576.866147
DES-CBC (C),crop,0.250000,5.659277,0.000286,4058.450300
DES-CBC (C),crop,0.500000,5.659277,0.000286,4058.450300
DES-CBC (C),crop,0.750000,5.659277,0.000286,4058.450300
DES-CBC (C),tamper,0.100000,19.624302,0.892020,5482.796516
DES-CBC (C),tamper,0.250000,15.505574,0.745415,8775.427356
DES-CBC (C),tamper,0.500000,12.376047,0.495334,12583.479361
DES-CBC (C),tamper,0.750000,10.553108,0.247627,15473.721981
DES-CBC (C),salt_pepper,0.050000,13.591406,0.164949,11529.206992
DES-CBC (C),salt_pepper,0.100000,5.659277,0.000286,4058.450300
DES-CBC (C),salt_pepper,0.250000,5.659277,0.000286,4058.450300
DES-CBC (C),salt_pepper,0.500000,5.659277,0.000286,4058.450300
DES-CBC (C),gaussian,0.000010,5.659277,0.000286,4058.450300
DES-CBC (C),gaussian,0.000100,5.659277,0.000286,4058.450300
DES-CBC (C),gaussian,0.001000,5.659277,0.000286,4058.450300
DES-CBC (C),gaussian,0.010000,5.659277,0.000286,4058.450300
AES-CBC (C),contiguous_crop,0.100000,19.818938,0.891053,1645.992081
AES-CBC (C),contiguous_crop,0.250000,16.181935,0.746624,2311.747854
AES-CBC (C),contiguous_crop,0.500000,13.118718,0.496733,3473.605446
AES-CBC (C),contiguous_crop,0.750000,10.924494,0.250526,4237.245935
AES-CBC (C),crop,0.100000,5.659277,0.000286,4058.450300
AES-CBC (C),crop,0.250000,5.659277,0.000286,4058.450300
AES-CBC (C),crop,0.500000,5.659277,0.000286,4058.450300
AES-CBC (C),crop,0.750000,5.659277,0.000286,4058.450300
AES-CBC (C),tamper,0.100000,19.489519,0.891102,5593.234254
AES-CBC (C),tamper,0.250000,15.462768,0.745018,8803.702946
AES-CBC (C),tamper,0.500000,12.361473,0.494269,12583.149344
AES-CBC (C),tamper,0.750000,10.536826,0.247640,15446.113300
AES-CBC (C),salt_pepper,0.050000,11.525124,0.081973,14289.375604
AES-CBC (C),salt_pepper,0.100000,5.659277,0.000286,4058.450300
AES-CBC (C),salt_pepper,0.250000,5.659277,0.000286,4058.450300
AES-CBC (C),salt_pepper,0.500000,5.659277,0.000286,4058.450300
AES-CBC (C),gaussian,0.000010,5.659277,0.000286,4058.450300
AES-CBC (C),gaussian,0.000100,5.659277,0.000286,4058.450300
AES-CBC (C),gaussian,0.001000,5.659277,0.000286,4058.450300
AES-CBC (C),gaussian,0.010000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),contiguous_crop,0.100000,19.699404,0.893676,1320.553045
Blowfish-CBC (C),contiguous_crop,0.250000,14.918996,0.746326,2148.892895
Blowfish-CBC (C),contiguous_crop,0.500000,11.766843,0.496537,3322.994145
Blowfish-CBC (C),contiguous_crop,0.750000,10.419967,0.249612,4052.464351
Blowfish-CBC (C),crop,0.100000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),crop,0.250000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),crop,0.500000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),crop,0.750000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),tamper,0.100000,19.575656,0.891255,5559.361934
Blowfish-CBC (C),tamper,0.250000,15.449684,0.744337,8840.518829
Blowfish-CBC (C),tamper,0.500000,12.348758,0.493144,12661.086821
Blowfish-CBC (C),tamper,0.750000,10.497860,0.245148,15584.874672
Blowfish-CBC (C),salt_pepper,0.050000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),salt_pepper,0.100000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),salt_pepper,0.250000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),salt_pepper,0.500000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),gaussian,0.000010,5.659277,0.000286,4058.450300
Blowfish-CBC (C),gaussian,0.000100,5.659277,0.000286,4058.450300
Blowfish-CBC (C),gaussian,0.001000,5.659277,0.000286,4058.450300
Blowfish-CBC (C),gaussian,0.010000,5.659277,0.000286,4058.450300
ChaCha20 (C),contiguous_crop,0.100000,19.579452,0.891964,5582.073967
ChaCha20 (C),contiguous_crop,0.250000,15.468199,0.744992,8836.218551
ChaCha20 (C),contiguous_crop,0.500000,12.371009,0.495120,12633.003818
ChaCha20 (C),contiguous_crop,0.750000,10.528989,0.248521,15542.290634
ChaCha20 (C),crop,0.100000,19.200520,0.393540,6310.677836
ChaCha20 (C),crop,0.250000,15.245202,0.199200,9827.371168
ChaCha20 (C),crop,0.500000,12.278672,0.093380,13465.192357
ChaCha20 (C),crop,0.750000,10.491782,0.042552,16043.309841
ChaCha20 (C),tamper,0.100000,19.512061,0.891733,5624.372215
ChaCha20 (C),tamper,0.250000,15.416162,0.745732,8858.992646
ChaCha20 (C),tamper,0.500000,12.385060,0.494718,12601.456486
ChaCha20 (C),tamper,0.750000,10.518795,0.247437,15516.809973
ChaCha20 (C),salt_pepper,0.050000,22.516000,0.591243,4321.076808
ChaCha20 (C),salt_pepper,0.100000,19.160945,0.394744,6331.062442
ChaCha20 (C),salt_pepper,0.250000,15.278970,0.201312,9767.149345
ChaCha20 (C),salt_pepper,0.500000,12.215349,0.093353,13539.973746
ChaCha20 (C),gaussian,0.000010,29.636614,0.832195,1907.609220
ChaCha20 (C),gaussian,0.000100,24.489279,0.620994,3444.068053
ChaCha20 (C),gaussian,0.001000,19.584280,0.379175,6032.051659
ChaCha20 (C),gaussian,0.010000,15.245371,0.204434,9826.509868
DES-CBC (MATLAB),contiguous_crop,0.100000,18.681532,0.890075,1463.617254
DES-CBC (MATLAB),contiguous_crop,0.250000,15.428833,0.745629,2196.102095
DES-CBC (MATLAB),contiguous_crop,0.500000,12.437804,0.495575,3375.051474
DES-CBC (MATLAB),contiguous_crop,0.750000,9.976117,0.248984,4119.851931
DES-CBC (MATLAB),crop,0.100000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),crop,0.250000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),crop,0.500000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),crop,0.750000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),tamper,0.100000,19.451468,0.891150,5619.953377
DES-CBC (MATLAB),tamper,0.250000,15.472622,0.745591,8808.165583
DES-CBC (MATLAB),tamper,0.500000,12.384281,0.495230,12612.335552
DES-CBC (MATLAB),tamper,0.750000,10.512715,0.247956,15544.748791
DES-CBC (MATLAB),salt_pepper,0.050000,13.510985,0.156708,11641.896390
DES-CBC (MATLAB),salt_pepper,0.100000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),salt_pepper,0.250000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),salt_pepper,0.500000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),gaussian,0.000010,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),gaussian,0.000100,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),gaussian,0.001000,5.659277,0.000286,4058.450300
DES-CBC (MATLAB),gaussian,0.010000,5.659277,0.000286,4058.450300
AES-CBC (MATLAB),contiguous_crop,0.100000,19.818938,0.891053,1645.992081
AES-CBC (MATLAB),contiguous_crop,0.250000,16.181935,0.746624,2311.747854
AES-CBC (MATLAB),contiguous_crop,0.500000,13.118718,0.496733,3473.605446
AES-CBC (MATLAB),contiguous_crop,0.750000,10.924494,0.250526,4237.245935
AES-CBC (MATLAB),crop,0.100000,10.044237,0.030916,16708.325264
AES-CBC (MATLAB),crop,0.250000,9.256845,0.011414,17859.747233
AES-CBC (MATLAB),crop,0.500000,9.223066,0.013036,17930.491170
AES-CBC (MATLAB),crop,0.750000,9.237372,0.011726,17945.084931
AES-CBC (MATLAB),tamper,0.100000,19.489519,0.891102,5593.234254
AES-CBC (MATLAB),tamper,0.250000,15.462768,0.745018,8803.702946
AES-CBC (MATLAB),tamper,0.500000,12.361473,0.494269,12583.149344
AES-CBC (MATLAB),tamper,0.750000,10.536826,0.247640,15446.113300
AES-CBC (MATLAB),salt_pepper,0.050000,11.686983,0.089746,14041.018675
AES-CBC (MATLAB),salt_pepper,0.100000,9.995201,0.031156,16735.402954
AES-CBC (MATLAB),salt_pepper,0.250000,9.268800,0.010454,17854.452155
AES-CBC (MATLAB),salt_pepper,0.500000,9.245826,0.010008,17984.908778
AES-CBC (MATLAB),gaussian,0.000010,9.229146,0.010302,17937.807511
AES-CBC (MATLAB),gaussian,0.000100,9.258497,0.011371,17873.161319
AES-CBC (MATLAB),gaussian,0.001000,9.177491,0.008442,17947.662717
AES-CBC (MATLAB),gaussian,0.010000,9.245003,0.011226,17962.709935
Blowfish (MATLAB),contiguous_crop,0.100000,19.699404,0.893676,1320.553045
Blowfish (MATLAB),contiguous_crop,0.250000,14.918996,0.746326,2148.892895
Blowfish (MATLAB),contiguous_crop,0.500000,11.766843,0.496537,3322.994145
Blowfish (MATLAB),contiguous_crop,0.750000,10.419967,0.249612,4052.464351
Blowfish (MATLAB),crop,0.100000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),crop,0.250000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),crop,0.500000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),crop,0.750000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),tamper,0.100000,19.575656,0.891255,5559.361934
Blowfish (MATLAB),tamper,0.250000,15.449684,0.744337,8840.518829
Blowfish (MATLAB),tamper,0.500000,12.348758,0.493144,12661.086821
Blowfish (MATLAB),tamper,0.750000,10.497860,0.245148,15584.874672
Blowfish (MATLAB),salt_pepper,0.050000,13.479928,0.156605,11694.590872
Blowfish (MATLAB),salt_pepper,0.100000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),salt_pepper,0.250000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),salt_pepper,0.500000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.000010,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.000100,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.001000,5.659277,0.000286,4058.450300
Blowfish (MATLAB),gaussian,0.010000,5.659277,0.000286,4058.450300
ChaCha20 (MATLAB),contiguous_crop,0.100000,19.471252,0.891312,5617.491579
ChaCha20 (MATLAB),contiguous_crop,0.250000,15.456235,0.745247,8840.130924
ChaCha20 (MATLAB),contiguous_crop,0.500000,12.351142,0.494380,12636.336070
ChaCha20 (MATLAB),contiguous_crop,0.750000,10.541252,0.247646,15505.013106
ChaCha20 (MATLAB),crop,0.100000,19.377137,0.403874,6183.366435
ChaCha20 (MATLAB),crop,0.250000,15.285049,0.199618,9757.823612
ChaCha20 (MATLAB),crop,0.500000,12.277712,0.094035,13472.437703
ChaCha20 (MATLAB),crop,0.750000,10.500581,0.043261,16046.784452
ChaCha20 (MATLAB),tamper,0.100000,19.559612,0.891285,5584.482318
ChaCha20 (MATLAB),tamper,0.250000,15.503286,0.744903,8809.430184
ChaCha20 (MATLAB),tamper,0.500000,12.398410,0.493983,12580.093931
ChaCha20 (MATLAB),tamper,0.750000,10.560647,0.248203,15490.008937
ChaCha20 (MATLAB),salt_pepper,0.050000,22.038580,0.569691,4562.660492
ChaCha20 (MATLAB),salt_pepper,0.100000,19.364945,0.405430,6198.027817
ChaCha20 (MATLAB),salt_pepper,0.250000,15.269296,0.200765,9776.147679
ChaCha20 (MATLAB),salt_pepper,0.500000,12.225402,0.094263,13539.110957
ChaCha20 (MATLAB),gaussian,0.000010,29.965795,0.842260,1835.690703
ChaCha20 (MATLAB),gaussian,0.000100,24.456950,0.620344,3463.209809
ChaCha20 (MATLAB),gaussian,0.001000,19.600865,0.377311,6028.316460
ChaCha20 (MATLAB),gaussian,0.010000,15.172165,0.197429,9910.883312
Chaos Circular,contiguous_crop,0.100000,18.273032,0.387895,7023.204645
Chaos Circular,contiguous_crop,0.250000,14.538044,0.197952,10651.871359
Chaos Circular,contiguous_crop,0.500000,11.778606,0.089061,14251.032275
Chaos Circular,contiguous_crop,0.750000,10.259650,0.040988,16497.261368
Chaos Circular,crop,0.100000,17.950015,0.314114,7297.380303
Chaos Circular,crop,0.250000,14.146241,0.159898,11189.917578
Chaos Circular,crop,0.500000,11.459075,0.075082,14944.535756
Chaos Circular,crop,0.750000,10.083126,0.038404,16964.987868
Chaos Circular,tamper,0.100000,18.295825,0.392254,7015.104024
Chaos Circular,tamper,0.250000,14.457658,0.197643,10735.746754
Chaos Circular,tamper,0.500000,11.730871,0.089962,14339.773412
Chaos Circular,tamper,0.750000,10.228566,0.040414,16572.070311
Chaos Circular,salt_pepper,0.050000,20.781367,0.464798,5290.290157
Chaos Circular,salt_pepper,0.100000,17.847698,0.310092,7381.537848
Chaos Circular,salt_pepper,0.250000,14.152529,0.159627,11180.146568
Chaos Circular,salt_pepper,0.500000,11.412977,0.074868,14996.209192
Chaos Circular,gaussian,0.000010,13.752601,0.153358,11428.957485
Chaos Circular,gaussian,0.000100,11.534754,0.082162,14445.683887
Chaos Circular,gaussian,0.001000,10.426205,0.049785,16221.800392
Chaos Circular,gaussian,0.010000,9.798029,0.029861,17249.130706
3D-Logistic-Chirikov,contiguous_crop,0.100000,15.506122,0.223545,9588.049389
3D-Logistic-Chirikov,contiguous_crop,0.250000,11.848542,0.104524,14274.858482
3D-Logistic-Chirikov,contiguous_crop,0.500000,9.370656,0.046235,18091.986180
3D-Logistic-Chirikov,contiguous_crop,0.750000,8.110056,0.022455,19806.638172
3D-Logistic-Chirikov,crop,0.100000,15.535052,0.225548,9567.739216
3D-Logistic-Chirikov,crop,0.250000,11.884628,0.103951,14206.545034
3D-Logistic-Chirikov,crop,0.500000,9.379798,0.046407,18095.583651
3D-Logistic-Chirikov,crop,0.750000,8.130298,0.022532,19811.541120
3D-Logistic-Chirikov,tamper,0.100000,15.591200,0.227721,9491.724483
3D-Logistic-Chirikov,tamper,0.250000,11.939564,0.104969,14127.671918
3D-Logistic-Chirikov,tamper,0.500000,9.434323,0.046883,18094.312884
3D-Logistic-Chirikov,tamper,0.750000,8.153672,0.021531,19919.143151
3D-Logistic-Chirikov,salt_pepper,0.050000,18.403900,0.362823,6912.851211
3D-Logistic-Chirikov,salt_pepper,0.100000,15.585812,0.222958,9509.742988
3D-Logistic-Chirikov,salt_pepper,0.250000,11.980779,0.104269,14109.604176
3D-Logistic-Chirikov,salt_pepper,0.500000,9.381880,0.045731,18193.347039
3D-Logistic-Chirikov,gaussian,0.000010,11.809054,0.101826,14334.371725
3D-Logistic-Chirikov,gaussian,0.000100,9.708323,0.052683,17682.109281
3D-Logistic-Chirikov,gaussian,0.001000,8.599522,0.031055,19350.319998
3D-Logistic-Chirikov,gaussian,0.010000,7.965657,0.018873,20110.780924
Chaos Bit Shuffle (Orig),contiguous_crop,0.100000,17.936475,0.318344,7308.440980
Chaos Bit Shuffle (Orig),contiguous_crop,0.250000,14.088309,0.158127,11277.546114
Chaos Bit Shuffle (Orig),contiguous_crop,0.500000,11.409222,0.076170,14987.553343
Chaos Bit Shuffle (Orig),contiguous_crop,0.750000,9.991132,0.034989,17075.961460
Chaos Bit Shuffle (Orig),crop,0.100000,17.873028,0.308309,7368.613236
Chaos Bit Shuffle (Orig),crop,0.250000,14.057008,0.157028,11322.168146
Chaos Bit Shuffle (Orig),crop,0.500000,11.421287,0.074970,14978.782340
Chaos Bit Shuffle (Orig),crop,0.750000,10.021618,0.037331,17083.880519
Chaos Bit Shuffle (Orig),tamper,0.100000,18.015866,0.323536,7240.765671
Chaos Bit Shuffle (Orig),tamper,0.250000,14.209041,0.163428,11126.430298
Chaos Bit Shuffle (Orig),tamper,0.500000,11.479440,0.079633,14894.230430
Chaos Bit Shuffle (Orig),tamper,0.750000,10.063660,0.039056,16986.134779
Chaos Bit Shuffle (Orig),salt_pepper,0.050000,20.848409,0.467187,5237.650253
Chaos Bit Shuffle (Orig),salt_pepper,0.100000,17.966555,0.316928,7289.980797
Chaos Bit Shuffle (Orig),salt_pepper,0.250000,14.155565,0.161759,11179.220758
Chaos Bit Shuffle (Orig),salt_pepper,0.500000,11.423617,0.074500,14996.395021
Chaos Bit Shuffle (Orig),gaussian,0.000010,14.457553,0.172081,10844.300271
Chaos Bit Shuffle (Orig),gaussian,0.000100,12.071324,0.096676,14075.613137
Chaos Bit Shuffle (Orig),gaussian,0.001000,10.762315,0.058930,16036.813166
Chaos Bit Shuffle (Orig),gaussian,0.010000,10.015413,0.037881,17127.684015
Chaos Bit Shuffle (Opt),contiguous_crop,0.100000,17.878348,0.312916,7357.144698
Chaos Bit Shuffle (Opt),contiguous_crop,0.250000,14.251242,0.162947,11085.641403
Chaos Bit Shuffle (Opt),contiguous_crop,0.500000,11.509166,0.078797,14850.960378
Chaos Bit Shuffle (Opt),contiguous_crop,0.750000,10.103570,0.038789,16940.258274
Chaos Bit Shuffle (Opt),crop,0.100000,17.909152,0.314682,7339.070937
Chaos Bit Shuffle (Opt),crop,0.250000,14.065691,0.155384,11306.917366
Chaos Bit Shuffle (Opt),crop,0.500000,11.402710,0.078199,15020.706404
Chaos Bit Shuffle (Opt),crop,0.750000,10.100734,0.039129,16959.584188
Chaos Bit Shuffle (Opt),tamper,0.100000,17.834970,0.312955,7396.425577
Chaos Bit Shuffle (Opt),tamper,0.250000,14.249772,0.163668,11073.434757
Chaos Bit Shuffle (Opt),tamper,0.500000,11.508330,0.077588,14839.394341
Chaos Bit Shuffle (Opt),tamper,0.750000,10.097773,0.037108,16962.655143
Chaos Bit Shuffle (Opt),salt_pepper,0.050000,20.724230,0.460615,5317.510643
Chaos Bit Shuffle (Opt),salt_pepper,0.100000,17.972148,0.316291,7282.327558
Chaos Bit Shuffle (Opt),salt_pepper,0.250000,14.061788,0.157249,11307.078270
Chaos Bit Shuffle (Opt),salt_pepper,0.500000,11.409264,0.076516,15020.526566
Chaos Bit Shuffle (Opt),gaussian,0.000010,13.597090,0.142792,11878.846290
Chaos Bit Shuffle (Opt),gaussian,0.000100,11.760550,0.087645,14523.837552
Chaos Bit Shuffle (Opt),gaussian,0.001000,10.613346,0.057019,16256.572749
Chaos Bit Shuffle (Opt),gaussian,0.010000,9.880172,0.033838,17303.012466
Hyperchaotic 2D,contiguous_crop,0.100000,19.030614,0.389678,6422.467775
Hyperchaotic 2D,contiguous_crop,0.250000,15.125099,0.197283,9925.265958
Hyperchaotic 2D,contiguous_crop,0.500000,12.143253,0.089677,13671.624134
Hyperchaotic 2D,contiguous_crop,0.750000,10.401054,0.040188,16199.016536
Hyperchaotic 2D,crop,0.100000,14.964940,0.189339,10116.426856
Hyperchaotic 2D,crop,0.250000,11.606066,0.073359,14378.932283
Hyperchaotic 2D,crop,0.500000,9.789332,0.023057,17118.944208
Hyperchaotic 2D,crop,0.750000,9.273300,0.010232,17829.455609
Hyperchaotic 2D,tamper,0.100000,19.090980,0.392054,6382.127979
Hyperchaotic 2D,tamper,0.250000,15.127309,0.196841,9940.465024
Hyperchaotic 2D,tamper,0.500000,12.196159,0.092581,13560.530680
Hyperchaotic 2D,tamper,0.750000,10.432667,0.041032,16111.311120
Hyperchaotic 2D,salt_pepper,0.050000,17.737009,0.315154,7448.762585
Hyperchaotic 2D,salt_pepper,0.100000,14.898714,0.187571,10189.880368
Hyperchaotic 2D,salt_pepper,0.250000,11.607679,0.074104,14423.141276
Hyperchaotic 2D,salt_pepper,0.500000,9.772005,0.024964,17114.368951
Hyperchaotic 2D,gaussian,0.000010,21.542851,0.502071,4830.047895
Hyperchaotic 2D,gaussian,0.000100,17.029616,0.270885,8082.961580
Hyperchaotic 2D,gaussian,0.001000,13.268077,0.125587,12221.463793
Hyperchaotic 2D,gaussian,0.010000,10.225728,0.036696,16532.319295
Hu & Tian,contiguous_crop,0.100000,19.213937,0.395448,6094.730356
Hu & Tian,contiguous_crop,0.250000,15.267832,0.197784,8937.563881
Hu & Tian,contiguous_crop,0.500000,12.253832,0.090115,10714.652696
Hu & Tian,contiguous_crop,0.750000,10.455105,0.038315,9988.046574
Hu & Tian,crop,0.100000,19.338156,0.402135,6017.822761
Hu & Tian,crop,0.250000,15.219323,0.194596,8969.947027
Hu & Tian,crop,0.500000,12.226984,0.089243,10708.753205
Hu & Tian,crop,0.750000,10.467553,0.038246,10013.485139
Hu & Tian,tamper,0.100000,19.208628,0.392277,6139.126652
Hu & Tian,tamper,0.250000,15.274824,0.199514,9378.580152
Hu & Tian,tamper,0.500000,12.284646,0.094128,12864.054096
Hu & Tian,tamper,0.750000,10.477974,0.040715,14838.461562
Hu & Tian,salt_pepper,0.050000,22.336130,0.585253,4349.643924
Hu & Tian,salt_pepper,0.100000,19.265199,0.398305,6067.880112
Hu & Tian,salt_pepper,0.250000,15.330936,0.197827,8898.536923
Hu & Tian,salt_pepper,0.500000,12.217787,0.086780,10755.377799
Hu & Tian,gaussian,0.000010,49.502323,0.995621,193.782602
Hu & Tian,gaussian,0.000100,40.052586,0.963845,575.387723
Hu & Tian,gaussian,0.001000,30.096453,0.766716,1811.146767
Hu & Tian,gaussian,0.010000,18.871604,0.334441,6566.843419
Hyperchaotic Adaptive,contiguous_crop,0.100000,10.105144,0.049527,17308.749501
Hyperchaotic Adaptive,contiguous_crop,0.250000,8.470538,0.021738,20603.070670
Hyperchaotic Adaptive,contiguous_crop,0.500000,7.016605,0.008868,23289.404818
Hyperchaotic Adaptive,contiguous_crop,0.750000,6.033596,0.007438,21519.072203
Hyperchaotic Adaptive,crop,0.100000,10.133574,0.050806,17276.068021
Hyperchaotic Adaptive,crop,0.250000,8.513015,0.023421,20610.034761
Hyperchaotic Adaptive,crop,0.500000,7.021750,0.008789,23248.351302
Hyperchaotic Adaptive,crop,0.750000,6.002876,0.006287,21663.421316
Hyperchaotic Adaptive,tamper,0.100000,9.879257,0.041530,17572.640633
Hyperchaotic Adaptive,tamper,0.250000,8.765451,0.017102,19644.058922
Hyperchaotic Adaptive,tamper,0.500000,8.223339,0.010306,20631.749252
Hyperchaotic Adaptive,tamper,0.750000,7.749483,0.008448,20977.263029
Hyperchaotic Adaptive,salt_pepper,0.050000,11.207673,0.076873,15411.597981
Hyperchaotic Adaptive,salt_pepper,0.100000,10.171812,0.051014,17207.028906
Hyperchaotic Adaptive,salt_pepper,0.250000,8.473660,0.021156,20713.197670
Hyperchaotic Adaptive,salt_pepper,0.500000,7.088561,0.007797,24349.817084
Hyperchaotic Adaptive,gaussian,0.000010,9.611113,0.021028,17523.472937
Hyperchaotic Adaptive,gaussian,0.000100,9.321296,0.013782,17925.241526
Hyperchaotic Adaptive,gaussian,0.001000,9.153968,0.012455,18235.320416
Hyperchaotic Adaptive,gaussian,0.010000,8.793443,0.007055,19094.138667
